round_id,player_id,hole_id,shot_id,start_coords,end_coords,club,bearing,rating
1001,282,1,4,"(51.6034994018649, -0.21935969358220261)","(51.60345274325656, -0.21934592169030392)",SW,284.5947405549433,0.34932678724381744
1001,282,1,5,"(51.60345274325656, -0.21934592169030392)","(51.6029795734054, -0.2192200652762319)",SW,284.38520355708613,0.9942575386573468
1002,283,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6049256119955, -0.2197353515411403)",3-Wood,286.97378621432694,0.608886494022425
1002,283,1,2,"(51.6049256119955, -0.2197353515411403)","(51.60537298989097, -0.2197399941590573)",4-Hybrid,284.7168390271012,0.0
1002,283,1,3,"(51.60537298989097, -0.2197399941590573)","(51.6042126487512, -0.21952611447163653)",4-Hybrid,282.09818995822656,0.9838250114885103
1002,283,1,4,"(51.6042126487512, -0.21952611447163653)","(51.603374375438165, -0.21930653760034316)",3-Wood,283.7108145711901,0.584885723186208
1002,283,1,5,"(51.603374375438165, -0.21930653760034316)","(51.60317151472438, -0.21927143870660795)",SW,281.27475968152703,0.8085527260250844
1003,283,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604681721501215, -0.22003249781663733)",3-Wood,286.97378621432694,0.6119700940730876
1003,283,1,2,"(51.604681721501215, -0.22003249781663733)","(51.604260412579876, -0.21982448164016086)",4-Hybrid,295.7454020511494,0.16920993138880736
1003,283,1,3,"(51.604260412579876, -0.21982448164016086)","(51.603113787437685, -0.21949508616085409)",4-Hybrid,295.56109798352816,0.6387655521692588
1003,283,1,4,"(51.603113787437685, -0.21949508616085409)","(51.60312123629547, -0.21929914835993047)",SW,343.2449320226999,0.8782524965241114
1004,283,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60488643958256, -0.21986426983609617)",3-Wood,286.97378621432694,0.8127734670712481
1004,283,1,2,"(51.60488643958256, -0.21986426983609617)","(51.603782075432584, -0.21942696950311288)",3-Wood,288.6711342825429,0.9983605601449572
1004,283,1,3,"(51.603782075432584, -0.21942696950311288)","(51.60346936945824, -0.2192330421763253)",PW,284.13831543942376,0.5260881695593471
1004,283,1,4,"(51.60346936945824, -0.2192330421763253)","(51.60311781389783, -0.21931150963657345)",SW,269.180499237677,0.9137629648826062
1005,283,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6046287436407, -0.21970806504849183)",3-Wood,286.97378621432694,0.9959872030261854
1005,283,1,2,"(51.6046287436407, -0.21970806504849183)","(51.604000363473176, -0.21953733476206627)",3-Wood,286.4096525417497,0.41853504967551175
1005,283,1,3,"(51.604000363473176, -0.21953733476206627)","(51.60316910871018, -0.2192912327587657)",7-Iron,287.1902923242685,0.9446335316135315
1005,283,1,4,"(51.60316910871018, -0.2192912327587657)","(51.60312820576813, -0.21928402659790405)",SW,291.4507924043271,0.7003665545618917
1006,283,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604881582420795, -0.2199243735063058)",3-Wood,286.97378621432694,0.5958966575976581
1006,283,1,2,"(51.604881582420795, -0.2199243735063058)","(51.60437552933202, -0.21971102332324752)",4-Hybrid,290.37446563967114,0.2741799912094012
1006,283,1,3,"(51.60437552933202, -0.21971102332324752)","(51.60330245999656, -0.21933639401495061)",3-Wood,289.4129761800193,0.7336042783297911
1006,283,1,4,"(51.60330245999656, -0.21933639401495061)","(51.603216582362776, -0.21930538071362538)",SW,290.0869769487179,0.4542742269952154
1006,283,1,5,"(51.603216582362776, -0.21930538071362538)","(51.603152736748825, -0.2192825220515391)",SW,290.1968116555331,0.717311454363303
1007,284,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60392723174626, -0.21954476527309766)",Driver,286.97378621432694,0.970599322814419
1007,284,1,2,"(51.60392723174626, -0.21954476527309766)","(51.60326319021781, -0.21936163691882143)",PW,288.9380074895881,0.6138430847209492
1007,284,1,3,"(51.60326319021781, -0.21936163691882143)","(51.60305000447607, -0.21924123417049557)",SW,298.3953679494991,0.9800107531396635
1008,284,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60433816757845, -0.2196401275024824)",Driver,286.97378621432694,0.523182264614316
1008,284,1,2,"(51.60433816757845, -0.2196401275024824)","(51.60310138457952, -0.21954420656140242)",5-Hybrid,287.12149182627627,0.6481847285768548
1008,284,1,3,"(51.60310138457952, -0.21954420656140242)","(51.603054915056724, -0.21933105700071012)",SW,348.03575788117575,0.8676567588685853
1009,285,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60437574288354, -0.21963223591936057)",Driver,286.97378621432694,0.2774551155259227
1009,285,1,2,"(51.60437574288354, -0.21963223591936057)","(51.60343491241287, -0.21954749515282387)",5-Iron,286.357616972792,0.49368412019669555
1009,285,1,3,"(51.60343491241287, -0.21954749515282387)","(51.602999776597905, -0.21929581438326676)",LW,307.74850281651237,0.9928232504784016
1010,286,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60480200921778, -0.21979916909607586)",Driver,286.97378621432694,0.22061003537762502
1010,286,1,2,"(51.60480200921778, -0.21979916909607586)","(51.60334634609561, -0.21934186209520784)",3-Wood,287.5991840299906,0.716822834343703
1010,286,1,3,"(51.60334634609561, -0.21934186209520784)","(51.60316709638072, -0.2192824017819425)",LW,288.34107659761685,0.8015098483809503
1011,286,1,1,"(51.60576426300037, -0.22007174187974488)","(51.603990702460294, -0.21990198829036448)",Driver,286.97378621432694,0.6375140724395225
1011,286,1,2,"(51.603990702460294, -0.21990198829036448)","(51.60313771491508, -0.21924631014043564)",7-Iron,304.79005458396966,0.9994184626915242
1012,286,1,1,"(51.60576426300037, -0.22007174187974488)","(51.603930358551175, -0.21959191421950805)",Driver,286.97378621432694,0.9820938647241788
1012,286,1,2,"(51.603930358551175, -0.21959191421950805)","(51.603697119971685, -0.21950455421516366)",PW,291.53818261571286,0.1103795818242142
1012,286,1,3,"(51.603697119971685, -0.21950455421516366)","(51.60363704570277, -0.21947828931291194)",LW,291.88971148928283,0.037678097435384084
1012,286,1,4,"(51.60363704570277, -0.21947828931291194)","(51.603076069787605, -0.21925291902653116)",LW,291.7146237598465,0.9712031862167052
1013,286,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60425745878398, -0.21961230943282375)",3-Wood,286.97378621432694,0.9931033460393803
1013,286,1,2,"(51.60425745878398, -0.21961230943282375)","(51.603147211563005, -0.21952548370033131)",5-Hybrid,286.99469176297833,0.6711770669554157
1013,286,1,3,"(51.603147211563005, -0.21952548370033131)","(51.603142148925635, -0.2194220682710704)",LW,338.9006216690759,0.3478009706308174
1013,286,1,4,"(51.603142148925635, -0.2194220682710704)","(51.60304900126922, -0.21932728837231713)",SW,330.04038207662006,0.8400397710649931
1014,286,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604713092571124, -0.21971989278021348)",Driver,286.97378621432694,0.2445168547802811
1014,286,1,2,"(51.604713092571124, -0.21971989278021348)","(51.60311260579455, -0.21926723071010334)",3-Wood,285.99952323161585,0.9911852545567483
1015,287,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60436476985096, -0.21965404069952993)",Driver,286.97378621432694,0.8502886233346978
1015,287,1,2,"(51.60436476985096, -0.21965404069952993)","(51.60300295700851, -0.21948846530397495)",4-Hybrid,287.34655168262464,0.7079279443288883
1015,287,1,3,"(51.60300295700851, -0.21948846530397495)","(51.60304270049449, -0.2192243391302693)",LW,7.7232778181851245,0.999598309123033
1016,287,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60468159268102, -0.2198722996348581)",3-Wood,286.97378621432694,0.8647692794699513
1016,287,1,2,"(51.60468159268102, -0.2198722996348581)","(51.60360460893051, -0.2194327722538963)",4-Hybrid,291.0510249604745,0.858814275716688
1016,287,1,3,"(51.60360460893051, -0.2194327722538963)","(51.603059039009985, -0.21921892544348334)",LW,288.8209163679059,0.9888287275021104
1017,287,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60487455903689, -0.21988384432317656)",3-Wood,286.97378621432694,0.6579204553847235
1017,287,1,2,"(51.60487455903689, -0.21988384432317656)","(51.60411669164859, -0.21944781876964484)",4-Hybrid,289.3286009007835,0.3783372416310591
1017,287,1,3,"(51.60411669164859, -0.21944781876964484)","(51.60350813652369, -0.21916986523327772)",9-Iron,280.93210786932025,0.4259911386611561
1017,287,1,4,"(51.60350813652369, -0.21916986523327772)","(51.60305118738405, -0.21924682540489798)",LW,261.62874444464376,0.9880002493536013
1018,288,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60470481245675, -0.21970704068140087)",Driver,286.97378621432694,0.8046309105226037
1018,288,1,2,"(51.60470481245675, -0.21970704068140087)","(51.60330827980979, -0.21921957271444506)",3-Wood,285.6664083882344,0.9956302990424106
1018,288,1,3,"(51.60330827980979, -0.21921957271444506)","(51.603102167644494, -0.21917362243646688)",SW,265.85912589594443,0.8966897384226783
1018,288,1,4,"(51.603102167644494, -0.21917362243646688)","(51.603093284820595, -0.21918192629238828)",SW,224.9130360062552,0.6426098385351217
1019,288,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60436812247665, -0.21959782223475596)",Driver,286.97378621432694,0.9888936025606416
1019,288,1,2,"(51.60436812247665, -0.21959782223475596)","(51.60327364516652, -0.21930362237965)",3-Hybrid,285.07452369097314,0.5387213916926977
1019,288,1,3,"(51.60327364516652, -0.21930362237965)","(51.60316789988833, -0.21927337617455483)",SW,285.2071914087775,0.7498289170876578
1020,288,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60480721826104, -0.2195929954489361)",Driver,286.97378621432694,0.5379162711892628
1020,288,1,2,"(51.60480721826104, -0.2195929954489361)","(51.60336009614705, -0.21898244890574053)",3-Wood,281.29984260225626,0.715003227656222
1020,288,1,3,"(51.60336009614705, -0.21898244890574053)","(51.603134782218646, -0.21921892636162588)",SW,231.54467691757296,0.9011301639052474
1021,289,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60393642819795, -0.21930631612335785)",Driver,286.97378621432694,0.6960412890721513
1021,289,1,2,"(51.60393642819795, -0.21930631612335785)","(51.603337362813456, -0.21924717534232765)",LW,274.26452797194196,0.8098667792170273
1021,289,1,3,"(51.603337362813456, -0.21924717534232765)","(51.60320394171995, -0.21924539670508483)",LW,271.5140209165477,0.7329983587457043
1021,289,1,4,"(51.60320394171995, -0.21924539670508483)","(51.602968140046194, -0.2192326128210594)",LW,272.1124004820134,0.992488310764239
1022,289,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60390886127998, -0.2195694551720253)",Driver,286.97378621432694,0.89466628588143
1022,289,1,2,"(51.60390886127998, -0.2195694551720253)","(51.603110106908915, -0.21927991961838067)",SW,290.7394922651489,0.999059847361008
1023,289,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60447204755191, -0.21968894952234336)",Driver,286.97378621432694,0.255945328682417
1023,289,1,2,"(51.60447204755191, -0.21968894952234336)","(51.60335038674731, -0.21928208755062917)",5-Iron,287.3974618444332,0.8124621246615595
1023,289,1,3,"(51.60335038674731, -0.21928208755062917)","(51.603056051111714, -0.21924553524883825)",LW,277.78133654967155,0.9738847004466433
1024,289,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60422474262013, -0.2196338212139176)",Driver,286.97378621432694,0.4921278210158546
1024,289,1,2,"(51.60422474262013, -0.2196338212139176)","(51.60312130666087, -0.21923532458078532)",8-Iron,288.3741190953983,0.9863328769612161
1025,289,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60434638060172, -0.21968764792051504)",Driver,286.97378621432694,0.27897471634688337
1025,289,1,2,"(51.60434638060172, -0.21968764792051504)","(51.60335327673315, -0.21937038276539414)",7-Iron,288.9014499630757,0.6337576280016732
1025,289,1,3,"(51.60335327673315, -0.21937038276539414)","(51.603098641112965, -0.21926234743376577)",LW,292.50730917305265,0.9156003602478788
1026,289,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60394518769071, -0.21953927951830451)",3-Wood,286.97378621432694,0.9965231189781921
1026,289,1,2,"(51.60394518769071, -0.21953927951830451)","(51.60330345464496, -0.21934336498304566)",GW,288.27823429860877,0.5675129138730686
1026,289,1,3,"(51.60330345464496, -0.21934336498304566)","(51.60302120633411, -0.21924524907407378)",LW,291.32889938144456,0.9995611436405751
1027,290,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604006333672416, -0.2195294040310171)",Driver,286.97378621432694,0.616378814481134
1027,290,1,2,"(51.604006333672416, -0.2195294040310171)","(51.603069962040806, -0.2192381401146448)",SW,286.6614671290614,0.9897486814664375
1028,291,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60432829525668, -0.21962727704956703)",Driver,286.97378621432694,0.9886682738518893
1028,291,1,2,"(51.60432829525668, -0.21962727704956703)","(51.60337665417076, -0.21931348160923606)",5-Iron,286.7231954825387,0.6313494810646875
1028,291,1,3,"(51.60337665417076, -0.21931348160923606)","(51.60315433172588, -0.21925548497716957)",LW,282.32295813402516,0.8418093646846865
1029,291,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604684427724926, -0.2199145978435643)",Driver,286.97378621432694,0.6670081447529934
1029,291,1,2,"(51.604684427724926, -0.2199145978435643)","(51.60347198244952, -0.2194262964550348)",5-Iron,292.28850999581806,0.7426174662789741
1029,291,1,3,"(51.60347198244952, -0.2194262964550348)","(51.603015071169715, -0.2192062340591865)",LW,293.2589545442727,0.9975582734914331
1030,291,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60471691300124, -0.2197784082156109)",Driver,286.97378621432694,0.7270531662494404
1030,291,1,2,"(51.60471691300124, -0.2197784082156109)","(51.60367551527147, -0.219174723431267)",5-Iron,287.7920614875505,0.7152248731308164
1030,291,1,3,"(51.60367551527147, -0.219174723431267)","(51.60299861539133, -0.2192363947070868)",LW,264.23332533705286,0.9923740616830035
1031,291,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60463743105476, -0.2195700087565031)",Driver,286.97378621432694,0.8612085180449055
1031,291,1,2,"(51.60463743105476, -0.2195700087565031)","(51.60355090023623, -0.21938599720179378)",5-Iron,281.67588673385166,0.9071842737156561
1031,291,1,3,"(51.60355090023623, -0.21938599720179378)","(51.603144083387804, -0.2193749540429731)",LW,285.932041158703,0.6357587677946068
1031,291,1,4,"(51.603144083387804, -0.2193749540429731)","(51.60301692635562, -0.21925045401216997)",LW,321.6646398972274,0.9991817495022166
1032,291,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60502626848681, -0.22008154434431082)",Driver,286.97378621432694,0.20777158770846685
1032,291,1,2,"(51.60502626848681, -0.22008154434431082)","(51.60384569681134, -0.21983691401392483)",5-Iron,292.9468609502394,0.6182223768092462
1032,291,1,3,"(51.60384569681134, -0.21983691401392483)","(51.60363557628208, -0.21957760830892487)",8-Iron,306.4590232748964,0.20473613133738014
1032,291,1,4,"(51.60363557628208, -0.21957760830892487)","(51.603367345429916, -0.21942052273809948)",LW,299.4699603712855,0.47805457942681606
1032,291,1,5,"(51.603367345429916, -0.21942052273809948)","(51.60300225150889, -0.2192308789098791)",LW,298.74034913405245,0.9980088658010691
1033,291,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60436473910793, -0.21967772087938411)",Driver,286.97378621432694,0.9932651110815949
1033,291,1,2,"(51.60436473910793, -0.21967772087938411)","(51.603108109929636, -0.219274601259957)",5-Iron,288.27301239690985,0.9825717616116045
1034,292,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60353394591495, -0.21944431586488167)",Driver,286.97378621432694,0.9741946973311669
1034,292,1,2,"(51.60353394591495, -0.21944431586488167)","(51.603265578991504, -0.21941228944290275)",SW,292.41587967582296,0.48322160798689995
1034,292,1,3,"(51.603265578991504, -0.21941228944290275)","(51.602965315947486, -0.2192035113748455)",SW,307.100762310904,0.9899412937459949
1035,292,1,1,"(51.60576426300037, -0.22007174187974488)","(51.603851713411565, -0.219460800395738)",Driver,286.97378621432694,0.877276169935656
1035,292,1,2,"(51.603851713411565, -0.219460800395738)","(51.60330536572282, -0.21928544808459)",SW,285.2100435668913,0.5609304969341857
1035,292,1,3,"(51.60330536572282, -0.21928544808459)","(51.6030196370698, -0.2191310430192026)",SW,279.76306112934986,0.9812801931582206
1036,293,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60377573544739, -0.219394357416774)",Driver,286.97378621432694,0.9989716702888116
1036,293,1,2,"(51.60377573544739, -0.219394357416774)","(51.60298680556852, -0.21922715247965682)",SW,281.8555574870753,0.9958278123880145
1037,293,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60379454121596, -0.21947843537645595)",Driver,286.97378621432694,0.9875995332618257
1037,293,1,2,"(51.60379454121596, -0.21947843537645595)","(51.60319543793802, -0.21928663117559724)",SW,287.51917791928986,0.8729559057890699
1037,293,1,3,"(51.60319543793802, -0.21928663117559724)","(51.60302669998364, -0.21923750616613277)",SW,286.63212182500973,0.9998354300900605
1038,293,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60368257722284, -0.21944589531054562)",Driver,286.97378621432694,0.9850150243500203
1038,293,1,2,"(51.60368257722284, -0.21944589531054562)","(51.603078503892185, -0.21925503936336502)",SW,287.74503938951864,0.9701780396911601
1039,294,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60486868672917, -0.21982339426544423)",Driver,286.97378621432694,0.180588393347385
1039,294,1,2,"(51.60486868672917, -0.21982339426544423)","(51.60352194655819, -0.21938198019429597)",3-Wood,287.68652474984845,0.8590032667254879
1039,294,1,3,"(51.60352194655819, -0.21938198019429597)","(51.603137380173806, -0.2193015324281889)",SW,286.39482443838057,0.8885272831537565
1040,294,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60496478448362, -0.21980108305912022)",3-Wood,286.97378621432694,0.20904307025076307
1040,294,1,2,"(51.60496478448362, -0.21980108305912022)","(51.60383663614717, -0.21920888068778258)",5-Hybrid,286.2469453637854,0.7100235007690084
1040,294,1,3,"(51.60383663614717, -0.21920888068778258)","(51.60306723933696, -0.21922863792442046)",SW,267.8270708601918,0.982524644304438
1041,294,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604654755997046, -0.21969520924718183)",3-Wood,286.97378621432694,0.5783450492899505
1041,294,1,2,"(51.604654755997046, -0.21969520924718183)","(51.60361943660064, -0.21937675678386173)",3-Wood,285.7388389964048,0.42245934679008307
1041,294,1,3,"(51.60361943660064, -0.21937675678386173)","(51.60312441852287, -0.21910486145016494)",SW,283.2802816526058,0.7124618442375098
1041,294,1,4,"(51.60312441852287, -0.21910486145016494)","(51.60306706804255, -0.2191652756552659)",SW,213.11966388169495,0.7987704535166661
1042,295,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60475707929285, -0.21998526955161482)",Driver,286.97378621432694,0.23019328557993501
1042,295,1,2,"(51.60475707929285, -0.21998526955161482)","(51.60337652569572, -0.2193868941818656)",3-Hybrid,293.4447380785981,0.7354497807304745
1042,295,1,3,"(51.60337652569572, -0.2193868941818656)","(51.60311669309855, -0.21926628528047293)",SW,293.49007247050054,0.8975560147469387
1043,295,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604747594935155, -0.21980122980978548)",5-Wood,286.97378621432694,0.6957786059450695
1043,295,1,2,"(51.604747594935155, -0.21980122980978548)","(51.60340873660395, -0.2194107463509154)",3-Hybrid,288.18516463930683,0.692189874481469
1043,295,1,3,"(51.60340873660395, -0.2194107463509154)","(51.60313856248455, -0.2192896005650712)",SW,294.7542005490497,0.8687162185053424
1044,295,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60443962800716, -0.21965470607750393)",5-Wood,286.97378621432694,0.9945822990452035
1044,295,1,2,"(51.60443962800716, -0.21965470607750393)","(51.60329288114466, -0.2190824531647899)",4-Iron,286.497369036557,0.6438771718470319
1044,295,1,3,"(51.60329288114466, -0.2190824531647899)","(51.603049594810564, -0.21924542605786365)",SW,238.52832745068832,0.9897188065493547
1045,295,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6045644525301, -0.2196898042125712)",Driver,286.97378621432694,0.49783801286523544
1045,295,1,2,"(51.6045644525301, -0.2196898042125712)","(51.60307545603841, -0.21951394341840824)",3-Hybrid,286.43286603751636,0.6975193099886493
1045,295,1,3,"(51.60307545603841, -0.21951394341840824)","(51.603039624614816, -0.2192420642190197)",SW,351.981788698173,0.9967694657453008
1046,295,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60440316041057, -0.21969148959527368)",Driver,286.97378621432694,0.739497450548342
1046,295,1,2,"(51.60440316041057, -0.21969148959527368)","(51.603199710368685, -0.21930781204615088)",4-Iron,288.3139223060763,0.6911422072054665
1046,295,1,3,"(51.603199710368685, -0.21930781204615088)","(51.603027915666296, -0.2192229914724771)",SW,292.82498155983785,0.9994650827027678
1047,295,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60435700503966, -0.21958963767319556)",5-Wood,286.97378621432694,0.9885653911767328
1047,295,1,2,"(51.60435700503966, -0.21958963767319556)","(51.60313809316933, -0.21920441621737213)",5-Iron,284.86430884752986,0.9848201158136941
1048,296,1,1,"(51.60576426300037, -0.22007174187974488)","(51.605028534909884, -0.21989536285892278)",Driver,286.97378621432694,0.17752083519402284
1048,296,1,2,"(51.605028534909884, -0.21989536285892278)","(51.60377540707863, -0.21979469957501918)",6-Iron,288.233080072815,0.5972129966585153
1048,296,1,3,"(51.60377540707863, -0.21979469957501918)","(51.60341974256012, -0.2195344026103575)",GW,306.94363901966324,0.4430598473324481
1048,296,1,4,"(51.60341974256012, -0.2195344026103575)","(51.60303740731936, -0.21925220604148135)",GW,307.622248818682,0.9933109092913788
1049,296,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60560702716653, -0.21998667761643687)",Driver,286.97378621432694,0.04194641672909825
1049,296,1,2,"(51.60560702716653, -0.21998667761643687)","(51.604999985886664, -0.21984383315053854)",6-Iron,286.21481094905835,0.1840834053954824
1049,296,1,3,"(51.604999985886664, -0.21984383315053854)","(51.604137720033386, -0.21957499263599298)",6-Iron,287.1170508279794,0.5412189995727013
1049,296,1,4,"(51.604137720033386, -0.21957499263599298)","(51.602962548455686, -0.21929969054620432)",9-Iron,286.96035085961347,0.9816860869917844
1050,297,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604335658776876, -0.21964105969011424)",Driver,286.97378621432694,0.8582230667959911
1050,297,1,2,"(51.604335658776876, -0.21964105969011424)","(51.603048164901296, -0.21910088036662181)",3-Hybrid,287.19015855933037,0.9559990323012244
1050,297,1,3,"(51.603048164901296, -0.21910088036662181)","(51.60304220432707, -0.21917567405797958)",SW,184.71320886583024,0.8107829854204964
1051,298,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60499739943997, -0.2195825526057874)",Driver,286.97378621432694,0.18619945977264385
1051,298,1,2,"(51.60499739943997, -0.2195825526057874)","(51.60340332856783, -0.21940425151717183)",3-Wood,279.93227385508834,0.707430426309911
1051,298,1,3,"(51.60340332856783, -0.21940425151717183)","(51.60330695057146, -0.21935118061038372)",SW,294.2363122403897,0.38841279218018265
1051,298,1,4,"(51.60330695057146, -0.21935118061038372)","(51.60309798051464, -0.21933548335057823)",SW,292.5061425377932,0.8658062855711959
1051,298,1,5,"(51.60309798051464, -0.21933548335057823)","(51.60306607614157, -0.21928097472343397)",SW,327.54161909902035,0.8184316622498804
1052,298,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604533350783555, -0.21965394390335521)",3-Wood,286.97378621432694,0.6971427826874808
1052,298,1,2,"(51.604533350783555, -0.21965394390335521)","(51.60349396830478, -0.21923030893873116)",5-Hybrid,285.48844035423826,0.6811803281820277
1052,298,1,3,"(51.60349396830478, -0.21923030893873116)","(51.6030990369298, -0.21925704609855912)",SW,268.8821577596176,0.9388721624401762
1053,298,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60396882169205, -0.2195079820602137)",Driver,286.97378621432694,0.9760200385435648
1053,298,1,2,"(51.60396882169205, -0.2195079820602137)","(51.60343412971026, -0.21941285237791835)",PW,286.0845381892827,0.4677527338539379
1053,298,1,3,"(51.60343412971026, -0.21941285237791835)","(51.60307323289269, -0.219265451873269)",SW,293.6019561722385,0.9564583602415713
1054,298,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604228472897226, -0.21957410508877798)",Driver,286.97378621432694,0.7478667513622437
1054,298,1,2,"(51.604228472897226, -0.21957410508877798)","(51.60324135410353, -0.2195699560552581)",8-Iron,285.69560841545535,0.5880698788163663
1054,298,1,3,"(51.60324135410353, -0.2195699560552581)","(51.60318517588733, -0.21936180281382836)",SW,328.2581505621558,0.5475918346161115
1054,298,1,4,"(51.60318517588733, -0.21936180281382836)","(51.60310588318241, -0.21929762634543862)",SW,309.5522519375272,0.7990674802179292
1055,298,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6040276106921, -0.21959174589047678)",Driver,286.97378621432694,0.9199461501052639
1055,298,1,2,"(51.6040276106921, -0.21959174589047678)","(51.60311184055834, -0.21958501467499075)",GW,289.58417136098245,0.6350667977495857
1055,298,1,3,"(51.60311184055834, -0.21958501467499075)","(51.603071894693464, -0.21922999936154336)",SW,347.74927947906673,0.9979154243569032
1056,298,1,1,"(51.60576426300037, -0.22007174187974488)","(51.603784387139136, -0.21968320481818293)",Driver,286.97378621432694,0.700286937969689
1056,298,1,2,"(51.603784387139136, -0.21968320481818293)","(51.603162502980375, -0.2193828075265586)",SW,300.70387208078756,0.6949419967680137
1056,298,1,3,"(51.603162502980375, -0.2193828075265586)","(51.60305733977488, -0.219262712014408)",SW,318.78840972244194,0.934436527617319
1057,299,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60456581755101, -0.21998420449487677)",Driver,286.97378621432694,0.2758257648814494
1057,299,1,2,"(51.60456581755101, -0.21998420449487677)","(51.60353365530416, -0.2195067842701753)",3-Hybrid,295.97601051571985,0.58236248071949
1057,299,1,3,"(51.60353365530416, -0.2195067842701753)","(51.60296854789637, -0.21919236605504544)",LW,298.3004077590634,0.9892191691707617
1058,300,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60431111663399, -0.21965209713560396)",Driver,286.97378621432694,0.482310594191772
1058,300,1,2,"(51.60431111663399, -0.21965209713560396)","(51.60316812331977, -0.21926174927896955)",8-Iron,287.95142178392996,0.9753881194310307
1059,301,1,1,"(51.60576426300037, -0.22007174187974488)","(51.6033258795492, -0.2193698663143883)",Driver,286.97378621432694,0.7314142684542044
1059,301,1,2,"(51.6033258795492, -0.2193698663143883)","(51.60301493447044, -0.21923024889714812)",LW,294.31544398969453,0.9991212559646281
1060,301,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604701267149096, -0.21971603483236965)",Driver,286.97378621432694,0.182628131940072
1060,301,1,2,"(51.604701267149096, -0.21971603483236965)","(51.60355563505946, -0.21936096996249876)",7-Iron,285.98466205066245,0.6977243818028627
1060,301,1,3,"(51.60355563505946, -0.21936096996249876)","(51.60308498852713, -0.21925821173065171)",LW,283.20410453412705,0.9566297229506486
1061,301,1,1,"(51.60576426300037, -0.22007174187974488)","(51.604021775876475, -0.21949976765369378)",Driver,286.97378621432694,0.29879878961863143
1061,301,1,2,"(51.604021775876475, -0.21949976765369378)","(51.6032793711711, -0.21926104315153258)",LW,284.8155750401917,0.6393598151702535
1061,301,1,3,"(51.6032793711711, -0.21926104315153258)","(51.60296291748755, -0.21923119918451098)",LW,275.1376038302746,0.9912798559327326
1062,302,1,1,"(51.60576426300037, -0.22007174187974488)","(51.60487487375421, -0.21978660304170164)",Driver,286.97378621432694,0.6484647192775508
1062,302,1,2,"(51.60487487375421, -0.21978660304170164)","(51.603896898999466, -0.21918184492688747)",3-Hybrid,286.58312975390663,0.6816462707503099
1062,302,1,3,"(51.603896898999466, -0.21918184492688747)","(51.603785537475915, -0.21921689727862942)",7-Iron,266.18307472351125,0.054628672183785025
